"AAPL",161.2179,"8/15/2017","11:15am",+1.3679,160.6600,161.3900,160.1400,9621036
"IBM",143.1298,"8/15/2017","11:15am",+0.8098,142.5500,143.3400,142.4500,1243874
"^IXIC",6338.3101,"8/15/2017","11:30am",-1.9224,6350.5093,6350.7402,6324.7544,473663925
